company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
雾派科技,12.5,1-3年,本科,产品经理,5,10,15,深圳
中国电信云,30.0,经验不限,本科,python,1,20,40,北京
奇虎360,30.0,3-5年,大专,python,6,20,40,北京
VIPKID,30.0,5年以上,本科,python,4,20,40,北京
天阳科技,18.0,1-3年,本科,python工程师,2,12,24,北京
武汉佰钧成,14.5,3-5年,大专,python开发,3,12,17,北京
芸品绿,20.0,5年以上,大专,python,5,15,25,北京
开课吧,23.0,应届生,本科,python教研,6,16,30,北京
逸驾智能,18.5,1-3年,本科,python工程师,6,15,22,北京
中睿天下,22.5,3-5年,本科,python,6,15,30,北京
乐博乐博机器人,9.0,1年以内,本科,python,1,8,10,北京
绛门科技,9.0,1-3年,本科,python,1,8,10,北京
旷视MEGVII,25.0,3-5年,本科,python 开发,5,20,30,北京
搜狐媒体,20.0,3-5年,本科,python后端开发,5,15,25,北京
小药药,24.0,3-5年,本科,python工程师,3,18,30,北京
厨芯,20.0,3-5年,本科,python开发工程师,4,15,25,北京
国美金控,40.0,5年以上,研究生,python,6,30,50,北京
绛门科技,9.5,3-5年,本科,python开发,5,7,12,北京
智牛数字科技,40.0,5年以上,本科,python,2,30,50,北京
京东集团,30.0,3-5年,本科,python后端开发,2,20,40,北京
旷视MEGVII,20.5,1-3年,本科,python全栈工程师,5,20,21,北京
东信北邮,7.5,经验不限,本科,python研发工程师,6,5,10,北京
舞水软件科技,20.5,经验不限,本科,python(兼职),4,20,21,北京
老男孩IT教育,22.5,1-3年,本科,python讲师,2,20,25,北京
58集团,22.5,1-3年,本科,python,5,15,30,北京
金泰亚盛,16.0,3-5年,本科,python,6,15,17,北京
法本,20.0,3-5年,本科,python开发工程师,1,15,25,北京
旷视科技(Face++),30.0,5年以上,本科,python开发工程师,5,20,40,北京
慧脑云,22.5,3-5年,本科,python后端研发工程师,5,15,30,北京
腾讯,40.0,3-5年,本科,python后台开发（北京）,5,30,50,北京
展旗科技,55.0,5年以上,本科,python技术总监,5,40,70,北京
鹏博士,18.0,经验不限,本科,python开发工程师,2,13,23,北京
网易,45.0,5年以上,本科,资深python 开发工程师,3,30,60,北京
傲梦网络科技,7.0,经验不限,本科,python编程老师,4,5,9,北京
中金标准数据,15.0,1-3年,本科,python,3,10,20,北京
智胜新格,22.5,1-3年,本科,python开发,4,15,30,北京
CSDN,22.5,3-5年,本科,python讲师,4,15,30,北京
厨芯,20.0,3-5年,本科,python高级工程师,5,15,25,北京
天融信,20.0,5年以上,本科,python架构师-saas方向,4,15,25,北京
长城汽车,30.0,3-5年,本科,python开发工程师,1,25,35,北京
中铁信弘远软件,12.5,1-3年,本科,python开发工程师,1,10,15,北京
宏福职业培训学校,13.0,1-3年,本科,高可用与python讲师,1,11,15,北京
昊恒天,30.0,3-5年,本科,python工程师,3,20,40,北京
云识图,13.5,3-5年,本科,python,5,12,15,北京
更美app,30.0,3-5年,本科,python高级工程师,1,20,40,北京
英才酷,20.0,1-3年,大专,python全栈工程师,5,15,25,北京
中关村科金,22.5,3-5年,本科,python开发工程师,5,15,30,北京
旷视MEGVII,37.5,3-5年,本科,python开发工程师,1,25,50,北京
童程童美,22.5,5年以上,本科,python讲师,5,15,30,北京
掌阅科技,30.0,5年以上,本科,python工程师,2,25,35,北京
芽芽科技,12.0,1-3年,本科,python,4,8,16,北京
环球合一,15.5,3-5年,本科,python运维开发,2,11,20,北京
旷视MEGVII,22.5,经验不限,本科,2020校招后端python,3,15,30,北京
旷视MEGVII,37.5,3-5年,本科,paas平台高级工程师（python）,6,25,50,北京
开课吧,47.5,1-3年,研究生,python人工智能全职讲师,2,35,60,北京
OYO,25.0,5年以上,本科,python开发工程师,3,20,30,北京
旷视MEGVII,22.5,1-3年,本科,python开发工程师,5,15,30,北京
奇安信集团,30.0,3-5年,本科,服务端开发工程师(python),4,20,40,北京
北京数创世纪,11.5,3-5年,大专,python开发工程师,5,9,14,北京
百知教育,20.0,1年以内,大专,python讲师,2,15,25,北京
绫致时装,20.0,3-5年,大专,python开发工程师,5,15,25,北京
缘起宏福,13.0,1-3年,本科,高可用与python讲师,3,11,15,北京
泡泡玛特,22.5,3-5年,大专,python后端工程师 (mj000447),1,15,30,北京
分享动力,37.5,5年以上,本科,python技术经理,1,30,45,北京
旷视MEGVII,30.0,3-5年,本科,高级python开发工程师,5,20,40,北京
奇安信集团,32.5,5年以上,本科,python资深工程师,2,25,40,北京
掌阅科技,28.5,3-5年,本科,高级python研发工程师,4,22,35,北京
乐荐集团,13.5,1-3年,本科,python开发工程师,2,12,15,北京
数盟网络,30.0,5年以上,本科,python研发经理,2,25,35,北京
安全元素,27.5,3-5年,本科,python架构师,6,20,35,北京
蜻蜓FM,27.0,3-5年,本科,python(北京）,4,18,36,北京
老虎集团,27.5,3-5年,本科,python工程师,5,20,35,北京
中国电信云,21.5,5年以上,本科,python开发工程师,1,15,28,北京
心悦互娱,20.0,3-5年,本科,python开发工程师,4,15,25,北京
腾讯,30.0,3-5年,本科,python研发工程师,5,20,40,北京
分享动力,20.0,3-5年,本科,python后端开发,1,15,25,北京
XtalPi,16.0,1-3年,本科,python后台开发,5,12,20,北京
泽创天成,26.5,5年以上,本科,python,5,18,35,北京
泰力友,6.0,经验不限,学历不限,python,6,4,8,北京
北京趣活科技有限公司,20.0,3-5年,本科,高级python开发工程师,1,15,25,北京
分享动力,16.0,1-3年,本科,python后端开发,6,12,20,北京
志翔科技,22.5,1-3年,本科,python后台研发工程师,6,15,30,北京
好未来,25.0,3-5年,本科,python高级工程师,2,20,30,北京
数盟网络,30.0,5年以上,本科,技术leader（python）,5,25,35,北京
探境科技,37.5,1-3年,本科,python工程师(深度学习方向),2,25,50,北京
绛门科技,9.0,1-3年,本科,python开发,6,7,11,北京
文思海辉·金融,11.0,3-5年,本科,python工程师,5,9,13,北京
好未来,32.5,3-5年,本科,高级python开发工程师,3,25,40,北京
LBE TECH,27.5,3-5年,本科,python后端研发工程师,3,25,30,北京
英才酷,20.0,3-5年,本科,python全栈开发工程师,1,15,25,北京
启明合心,30.0,3-5年,本科,高级 python 后端工程师,4,20,40,北京
码博科技,16.5,3-5年,本科,北京python,1,13,20,北京
童程童美,8.5,经验不限,本科,python编程讲师,6,6,11,北京
绛门科技,8.0,1-3年,研究生,python开发工程师（360-北京）,4,6,10,北京
老虎集团,22.5,经验不限,本科,python开发工程师,4,15,30,北京
旷视MEGVII,30.0,3-5年,本科,python全栈工程师,4,20,40,北京
大地宏图,45.0,5年以上,本科,python高级开发经理,5,30,60,北京
百度,40.0,3-5年,本科,python后端开发工程师,2,30,50,北京
拓尔思,7.0,1-3年,本科,python工程师,2,6,8,北京
数盟网络,30.0,5年以上,本科,技术经理（python),2,25,35,北京
文德数慧,21.5,5年以上,本科,python工程师,4,18,25,北京
美菜网,40.0,5年以上,本科,python高级工程师/专家,3,30,50,北京
Synnex,22.5,3-5年,本科,python开发工程师,4,15,30,北京
Aibee,30.0,3-5年,本科,python,4,20,40,北京
爱咔咔,19.5,3-5年,本科,python工程师,1,17,22,北京
乘法云,20.0,经验不限,本科,python,2,15,25,北京
爱谱纳纳科技,20.0,5年以上,本科,python开发高级 - 天津职位,1,15,25,北京
北大青鸟航天桥校区,22.5,1-3年,本科,python,3,15,30,北京
尚博信,15.0,3-5年,大专,python开发工程师,6,12,18,北京
北京微云智联,30.0,5年以上,本科,python研发工程师,6,20,40,北京
京东集团,30.0,3-5年,本科,算法工程师(机器学习，python),6,20,40,北京
物美集团,23.0,5年以上,本科,python开发工程师,6,18,28,北京
课工场,9.0,5年以上,本科,兼职---python讲师,2,8,10,北京
小叶科技,22.5,3-5年,本科,python研发工程师,3,15,30,北京
鹏博士,18.0,经验不限,本科,python工程师,2,13,23,北京
青藤云安全,35.0,5年以上,本科,python开发工程师,2,25,45,北京
首都在线,27.5,5年以上,本科,高级python工程师,4,20,35,北京
志翔科技,18.0,1-3年,本科,python数据开发工程师,6,12,24,北京
心悦互娱,16.5,3-5年,本科,python量化策略工程师,5,13,20,北京
嘉楠捷思,25.0,5年以上,本科,资深python工程师,1,20,30,北京
数盟网络,20.5,3-5年,本科,python开发工程师,5,16,25,北京
绛门科技,12.5,3-5年,本科,python（北京360）,3,10,15,北京
旷视MEGVII,26.5,3-5年,本科,后端(go/python）开发工程师,6,18,35,北京
晨石科技,23.0,1-3年,本科,python工程师,6,16,30,北京
千里马招标网,25.0,3-5年,本科,python爬虫工程师,3,20,30,北京
越野e族,17.5,3-5年,学历不限,php/python开发工程师,5,15,20,北京
分享动力,20.0,3-5年,本科,python后端开发,4,15,25,北京
京东集团,30.0,3-5年,本科,大数据开发工程师(python),2,20,40,北京
川谷金融科技,15.0,1-3年,本科,python算法工程师,4,10,20,北京
LBE TECH,30.0,3-5年,本科,python研发工程师,4,20,40,北京
深睿医疗,30.0,3-5年,本科,算法工程师（python）,6,20,40,北京
世通亨奇,12.5,3-5年,本科,python,1,12,13,北京
联创信安,16.5,3-5年,本科,python开发工程师,4,11,22,北京
便利蜂,37.5,3-5年,本科,python高级开发工程师,1,25,50,北京
联创世界,17.5,3-5年,本科,高级python,3,15,20,北京
Stratifyd,15.5,3-5年,本科,python开发工程师,3,11,20,北京
中谷金科,21.5,3-5年,本科,python高级开发,6,18,25,北京
联创世界,15.0,3-5年,本科,高级python开发工程师,5,12,18,北京
青藤云安全,35.0,3-5年,本科,高级python研发工程师,2,25,45,北京
深圳市领讯云智能,20.0,1-3年,大专,python讲师(兼职),4,15,25,北京
软通动力,15.5,3-5年,本科,python开发工程师,3,11,20,北京
汇力凯途,6.5,应届生,本科,python开发工程师,3,4,9,北京
中国电信云,37.5,5年以上,本科,python开发工程师（资深）,4,25,50,北京
小佑科技,11.5,1年以内,大专,python,5,9,14,北京
传智播客,32.5,3-5年,大专,python web项目讲师,1,30,35,北京
神码教育,10.0,3-5年,本科,python 课程教学总监/ 教学研发总监,3,8,12,北京
流体网络,45.0,5年以上,本科,python开发工程师,5,30,60,北京
英才酷,20.0,3-5年,大专,python 全栈开发,6,15,25,北京
鹏博士,18.0,经验不限,本科,python/golang开发工程师,2,12,24,北京
罗辑思维,37.5,3-5年,本科,python后端开发工程师,3,25,50,北京
SmartX,30.0,经验不限,本科,python 高级软件工程师,5,20,40,北京
旷视MEGVII,22.5,3-5年,本科,python开发工程师,2,15,30,北京
玖连环网络科技,21.0,3-5年,本科,高级python工程师,2,18,24,北京
氢元数据,16.0,3-5年,本科,python爬虫工程师,5,12,20,北京
海马轻帆,12.5,1-3年,本科,python工程师,2,10,15,北京
老男孩IT教育,32.5,3-5年,本科,python讲师(兼职全职均可）,3,25,40,北京
探境科技,10.5,1年以内,本科,软件工程师（ python/shell/c/c++/java）,6,8,13,北京
智线云,20.0,3-5年,本科,全栈工程师-(php/python/java),6,15,25,北京
瀚海星云,22.5,3-5年,本科,python工程师,4,15,30,北京
互爱互动,12.5,1-3年,学历不限,python研发工程师,6,10,15,北京
老虎集团,25.0,3-5年,本科,高级python研发工程师,3,20,30,北京
趣加游戏,32.5,5年以上,本科,python开发工程师,2,30,35,北京
瑞莱智慧科技,26.5,3-5年,本科,资深python工程师,4,18,35,北京
独到科技,25.0,3-5年,本科,高级python开发工程师,3,20,30,北京
分享动力,32.5,3-5年,本科,高级python后端工程师,6,25,40,北京
高维数金,20.0,3-5年,本科,python开发工程师,4,15,25,北京
iHandy,32.5,3-5年,本科,高级python开发工程师,2,25,40,北京
视觉互联,3.0,经验不限,本科,python开发实习生,3,2,4,北京
流体网络,30.0,3-5年,本科,python开发工程师（推荐系统）,4,20,40,北京
爱奇艺,30.0,3-5年,本科,安全开发工程师（python/go）,2,20,40,北京
奔讯,18.5,5年以上,大专,高级python后端开发工程师,3,15,22,北京
分享动力,35.0,3-5年,本科,python工程师,3,30,40,北京
阿博茨科技,20.0,1-3年,本科,python开发工程师 (mj000126),6,15,25,北京
老柚,20.0,1-3年,本科,python开发工程师,3,15,25,北京
iHandy,37.5,5年以上,本科,高级python开发工程师,4,25,50,北京
帮范儿,10.5,1年以内,本科,python全栈工程师,5,8,13,北京
正芯合创微电子技术,15.5,3-5年,本科,python后端开发工程师,4,11,20,北京
博乐科技,16.5,1-3年,本科,python工程师,2,13,20,北京
云孚科技,8.5,经验不限,本科,python研发工程师,1,6,11,北京
捷通华声,16.0,1-3年,本科,软件测试工程师（c++、java、python）,5,12,20,北京
智胜新格,22.5,3-5年,本科,高级python游戏服务器开发,6,15,30,北京
掌阅科技,30.0,3-5年,本科,平台研发工程师（python/go）,4,25,35,北京
百观,18.0,1-3年,本科,python爬虫与数据工程师,1,12,24,北京
网易传媒,40.0,3-5年,本科,python高级开发工程师,3,30,50,北京
极睿科技,25.0,3-5年,本科,python 后端开发工程师,1,20,30,北京
感易智能,37.5,3-5年,研究生,高级python开发工程师,5,25,50,北京
勤研汇博（北京）...,22.5,5年以上,本科,python-odoo二次开发工程师,1,15,30,北京
中信百信银行,30.0,3-5年,本科,python开发工程师,1,20,40,北京
极睿科技,12.5,3-5年,本科,python 爬虫工程师,6,10,15,北京
iHandy,22.5,1-3年,本科,python开发工程师,1,15,30,北京
自兴信息,45.0,5年以上,大专,python（兼职讲师）开发,1,30,60,北京
火币网,27.5,5年以上,本科,交易系统工程师（python）,2,20,35,北京
势在必行,20.0,3-5年,本科,python开发工程师,3,15,25,北京
搜狗,30.0,3-5年,本科,python高级爬虫开发工程师,3,25,35,北京
牛交所,22.5,3-5年,本科,java/python开发工程师,5,15,30,北京
Geek+,27.5,3-5年,本科,python高级开发工程师 (mj000061),1,20,35,北京
北京布谷鸟航空,16.0,经验不限,本科,python开发工程师,4,12,20,北京
中科基因,25.0,5年以上,本科,高级python全栈开发工程师,2,20,30,北京
软通动力,12.5,1-3年,本科,c/lua/python开发,4,10,15,北京
文因互联,12.5,经验不限,本科,python开发工程师,3,10,15,北京
Mbyte,16.0,1-3年,本科,python后台研发工程师,5,12,20,北京
Aibee,18.0,1-3年,学历不限,python开发运维工程师,5,12,24,北京
中关村科金,25.0,5年以上,本科,python web开发工程师,5,20,30,北京
中铁信弘远软件,20.0,经验不限,本科,python高级开发工程师,4,18,22,北京
北京创智信科,12.0,3-5年,大专,python开发工程师,6,8,16,北京
感易智能,27.5,3-5年,研究生,高级python开发工程师,4,20,35,北京
闪银奇异,25.0,3-5年,本科,python开发工程师,1,20,30,北京
英视睿达,15.0,1-3年,本科,python算法平台开发主管,6,10,20,北京
青松,13.5,1-3年,大专,python工程师,4,12,15,北京
勤研汇博（北京）...,22.5,5年以上,本科,高级python爬虫工程师,2,15,30,北京
瀚海星云,30.0,3-5年,本科,python高级工程师,3,20,40,北京
天启慧眼,15.0,1-3年,本科,python工程师,3,10,20,北京
慧安金科,35.0,5年以上,本科,python开发工程师,2,25,45,北京
更美app,30.0,3-5年,本科,python高级研发工程师,2,20,40,北京
昊恒天,30.0,1-3年,本科,python开发工程师,2,20,40,北京
旷视MEGVII,30.0,3-5年,本科,测试开发工程师（python）,5,20,40,北京
GeneDock,20.0,3-5年,本科,python后端开发工程师,1,15,25,北京
云景科技,4.5,1-3年,大专,python爬虫工程师,2,3,6,北京
智线云,20.0,3-5年,本科,高级python开发工程师／爬虫／spider,6,15,25,北京
LBE TECH,34.0,5年以上,本科,资深python工程师,6,28,40,北京
互影,20.0,3-5年,本科,python后端开发,3,15,25,北京
映客直播,35.0,3-5年,本科,服务端开发工程师（golang，c++，python),6,25,45,北京
跟谁学,30.0,3-5年,本科,高级python/go开发工程师,6,20,40,北京
墨云科技,22.5,3-5年,大专,python后端开发,5,15,30,北京
旷视MEGVII,30.0,3-5年,本科,高级python开发工程师,4,20,40,北京
智胜新格,16.5,3-5年,本科,python开发（海外游戏）,1,11,22,北京
瓦力工厂机器人,8.5,1-3年,本科,python课程研发,3,7,10,北京
阿丘科技,21.5,3-5年,本科,高级python后台软件工程师,5,15,28,北京
志翔科技,32.5,5年以上,本科,高级python开发工程师,3,25,40,北京
启明合心,22.5,1-3年,本科,python开发工程师,6,15,30,北京
智牛数字科技,40.0,5年以上,本科,高级python开发工程师,5,30,50,北京
吾见众生科技,22.5,3-5年,本科,python高级开发工程师,5,20,25,北京
云景科技,23.5,3-5年,本科,高级python开发工程师,6,21,26,北京
北京微云智联,32.5,3-5年,本科,python研发工程师,4,25,40,北京
博乐科技,16.0,1-3年,本科,python工程师,1,12,20,北京
火星财经,20.0,3-5年,本科,python工程师（火星财经）,1,15,25,北京
葡萄智学,22.5,3-5年,本科,python开发高级工程师,2,15,30,北京
青藤云安全,35.0,3-5年,本科,高级python开发工程师,5,25,45,北京
首都在线,20.0,3-5年,本科,python开发工程师,1,15,25,北京
捷通华声,22.5,3-5年,本科,软件测试工程师（c++、java、python）,6,15,30,北京
朗新科技,20.0,5年以上,本科,python开发工程师(j10519),4,15,25,北京
微笑科技,21.5,3-5年,本科,python服务器开发工程师,6,18,25,北京
中电广通,16.5,1-3年,本科,python开发工程师,1,11,22,北京
闪银奇异,27.5,3-5年,本科,后端开发工程师（python方向）,5,20,35,北京
安全元素,20.0,经验不限,本科,python 高级研发工程师,2,15,25,北京
英才酷,20.0,5年以上,学历不限,python全栈开发工程师,6,15,25,北京
可及科技,20.0,3-5年,本科,python工程师,5,15,25,北京
真融宝,22.5,3-5年,本科,python开发工程师,1,20,25,北京
马上消费金融,25.0,3-5年,大专,python开发工程师,3,20,30,北京
福来格,9.5,经验不限,本科,python,5,7,12,北京
她理财,22.5,1-3年,本科,高级python开发工程师,6,15,30,北京
心悦互娱,22.5,3-5年,本科,python量化策略工程师,6,15,30,北京
Flow++,18.0,1-3年,本科,python开发工程师,1,12,24,北京
老柚,22.5,1-3年,本科,后台工程师-python,3,15,30,北京
Finechat,24.0,3-5年,本科,python开发工程师,4,18,30,北京
中电长城网际系统...,19.0,5年以上,本科,python后台开发,4,13,25,北京
悦慧康,20.5,5年以上,本科,python技术经理,6,20,21,北京
Aibee,37.5,3-5年,本科,python开发工程师,1,25,50,北京
老虎集团,30.0,3-5年,本科,python开发工程师-内容,5,20,40,北京
Aibee,22.5,1-3年,本科,python开发工程师-计算平台,2,15,30,北京
奔讯,14.5,3-5年,本科,中高级python后端开发工程师,5,11,18,北京
烽台科技,22.5,3-5年,本科,python研发工程师,5,15,30,北京
未来云时代科技,12.5,5年以上,本科,python后端开发工程师,4,10,15,北京
爱因互动,22.5,1-3年,本科,python 开发工程师,5,15,30,北京
哲齐,20.0,5年以上,本科,python 开发,3,15,25,北京
感易智能,30.0,3-5年,本科,python 开发工程师,3,20,40,北京
明大启微,4.5,应届生,本科,python后端开发实习生,1,4,5,北京
搜狗,30.0,3-5年,本科,智能语音-python高级开发,3,20,40,北京
柯莱特集团,11.5,1-3年,大专,软件测试（java或python自动化）,5,10,13,北京
金睛云华,22.5,3-5年,本科,python开发工程师(安全类),3,15,30,北京
烽台科技,22.5,3-5年,本科,高级python研发工程师,6,15,30,北京
云量科技,12.5,1-3年,本科,python开发工程师（中级）,1,10,15,北京
天广汇通,15.0,3-5年,本科,python高级开发工程师,1,10,20,北京
金睛云华,22.5,3-5年,本科,python工程师（后端）,5,15,30,北京
中谷金科,21.5,3-5年,本科,高级python工程师,4,18,25,北京
天防安全,12.0,1-3年,本科,python网络高级开发,2,10,14,北京
琳云科技,30.0,经验不限,本科,后端开发工程师-python,1,20,40,北京
光大科技,23.0,1-3年,本科,python研发工程师(容器云方向),2,18,28,北京
京东数字科技,30.0,3-5年,本科,数据分析,5,20,40,北京
瑞幸咖啡,22.5,1-3年,本科,数据分析师,6,15,30,北京
VIPKID,45.0,5年以上,本科,数据分析专家,5,30,60,北京
京东集团,10.5,3-5年,本科,数据分析主管,1,7,14,北京
BOSS直聘,21.5,1-3年,研究生,数据分析,4,18,25,北京
有利网,12.5,1-3年,本科,数据分析师,6,10,15,北京
甲骨文,45.0,5年以上,本科,数据分析专家,3,30,60,北京
腾讯,1.5,3-5年,本科,数据分析研究员,3,1,2,北京
爱康集团,21.5,1年以内,本科,数据分析师,3,18,25,北京
北京尚德机构,17.0,5年以上,本科,数据分析师,4,15,19,北京
BOSS直聘,37.5,3-5年,本科,数据分析,4,25,50,北京
中科软,12.5,3-5年,本科,数据分析师,2,10,15,北京
北京尚德机构,55.0,5年以上,本科,数据分析专家,1,40,70,北京
京东集团,10.0,3-5年,本科,数据分析师,1,8,12,北京
搜狐,22.5,经验不限,本科,数据分析师,1,15,30,北京
北京尚德机构,55.0,5年以上,本科,数据分析总监,1,40,70,北京
BOSS直聘,45.0,5年以上,本科,数据分析师,5,30,60,北京
罗辑思维,40.0,3-5年,本科,数据分析师,1,30,50,北京
BOSS直聘,25.0,3-5年,本科,数据分析师,1,20,30,北京
京东集团,37.5,5年以上,研究生,数据分析师,6,25,50,北京
便利蜂,27.5,5年以上,本科,数据分析师,4,20,35,北京
BOSS直聘,21.5,1-3年,本科,数据分析师,6,15,28,北京
互连众信,35.0,5年以上,本科,数据分析经理,1,30,40,北京
京东数字科技,50.0,3-5年,研究生,数据分析专家,4,40,60,北京
京东集团,25.0,5年以上,本科,数据分析师,3,20,30,北京
腾讯,1.5,5年以上,本科,数据分析经理\专家,6,1,2,北京
百度,22.5,3-5年,本科,数据分析师,3,15,30,北京
周黑鸭,7.5,应届生,本科,数据分析,3,6,9,北京
瑞银信,20.0,3-5年,本科,数据分析师,6,15,25,北京
京东,19.5,3-5年,本科,数据分析师,6,13,26,北京
BOSS直聘,30.0,3-5年,本科,商业数据分析师,5,20,40,北京
BOSS直聘,22.5,3-5年,本科,数据分析师,5,15,30,北京
水滴公司,30.0,5年以上,本科,数据分析师,5,20,40,北京
中国航天科工,18.5,3-5年,研究生,数据分析师,2,15,22,北京
纳什空间,17.5,3-5年,本科,数据分析师,3,15,20,北京
华为,9.0,1-3年,本科,数据分析专员,2,8,10,北京
中盛普惠,12.5,1-3年,本科,数据分析师,2,10,15,北京
大地宏图,37.5,5年以上,本科,数据分析,4,25,50,北京
宇信科技集团,16.0,5年以上,本科,数据分析师,6,12,20,北京
北京尚德机构,30.0,5年以上,本科,数据分析经理,1,25,35,北京
BOSS直聘,10.5,5年以上,本科,数据分析师,2,8,13,北京
京东集团,15.5,1-3年,研究生,数据分析岗,2,15,16,北京
微博,35.0,5年以上,本科,高级数据分析师,5,25,45,北京
北京尚德机构,11.0,经验不限,本科,数据分析师（帆软）,1,9,13,北京
北京尚德机构,30.0,5年以上,本科,数据分析经理,6,20,40,北京
好未来,22.5,3-5年,本科,数据分析师,2,15,30,北京
瓜子二手车直卖网,30.0,5年以上,本科,数据分析专家,1,20,40,北京
马上消费金融,15.5,1-3年,研究生,数据分析师,3,11,20,北京
尼尔森网联,5.0,1-3年,本科,数据分析,2,4,6,北京
BOSS直聘,25.0,1-3年,本科,数据分析师,5,20,30,北京
BOSS直聘,12.5,1-3年,本科,数据分析师,6,10,15,北京
全时天地在线,4.5,1-3年,大专,数据分析,6,4,5,北京
BOSS直聘,35.0,1年以内,本科,数据分析师,5,25,45,北京
宝宝树,25.0,3-5年,本科,数据分析师,6,20,30,北京
云图微动,20.0,经验不限,本科,游戏数据分析,3,15,25,北京
开课吧,18.0,1-3年,本科,数据分析讲师,6,12,24,北京
易车,10.5,3-5年,本科,ppyx—数据分析经理,5,10,11,北京
乐学在线,30.0,3-5年,本科,数据分析,6,20,40,北京
好未来,37.5,5年以上,本科,数据分析专家,2,25,50,北京
京东世纪贸易有限公司,12.5,1-3年,本科,bi数据分析师,3,10,15,北京
本木医疗,22.5,5年以上,本科,数据分析,4,15,30,北京
BOSS直聘,30.0,3-5年,本科,商业数据分析师,6,20,40,北京
北京尚德机构,45.0,5年以上,本科,数据分析专家,6,30,60,北京
京东集团,15.0,3-5年,本科,采销数据分析师,2,11,19,北京
新浪网,19.0,1-3年,本科,数据分析师,1,13,25,北京
二六三,12.5,3-5年,本科,数据分析师,6,10,15,北京
凯思乐,6.5,经验不限,学历不限,数据分析,2,6,7,北京
瓜子二手车直卖网,30.0,5年以上,本科,高级数据分析师,5,20,40,北京
美菜网,40.0,经验不限,学历不限,数据分析高经/专家,2,30,50,北京
伊顿国际幼儿园,7.0,1-3年,大专,数据分析,5,6,8,北京
快手,23.0,3-5年,本科,数据分析师,2,16,30,北京
滴滴,27.5,3-5年,本科,数据分析-ds快捷拼车,5,25,30,北京
滴滴出行,37.5,5年以上,本科,资深数据分析师,4,30,45,北京
中信银行,12.5,3-5年,本科,数据分析师,3,10,15,北京
VIPKID,30.0,3-5年,本科,数据分析专家/高级分析师,4,20,40,北京
北京爱欣文化发展...,27.5,3-5年,本科,数据分析师,1,20,35,北京
上海冰鉴,37.5,3-5年,本科,数据分析师,6,25,50,北京
美菜网,8.0,1-3年,大专,数据分析,5,6,10,北京
京东物流,19.5,5年以上,本科,数据分析经理/高级经理,2,14,25,北京
BOSS直聘,35.0,3-5年,本科,数据分析师,6,30,40,北京
BOSS直聘,25.0,3-5年,本科,数据分析师,1,20,30,北京
京东集团,22.5,3-5年,本科,数据分析师,2,15,30,北京
BOSS直聘,26.5,3-5年,本科,数据分析师,1,18,35,北京
北明软件,12.5,3-5年,本科,数据分析师,4,10,15,北京
滴滴,30.0,3-5年,本科,数据分析专家,6,20,40,北京
信用生活,45.0,5年以上,本科,数据分析专家,3,30,60,北京
鸿合,17.5,1-3年,本科,bi数据分析师,5,15,20,北京
VIPKID,17.5,3-5年,本科,数据分析师,4,15,20,北京
中信百信银行,34.0,3-5年,本科,数据分析师,2,23,45,北京
零点,5.5,经验不限,本科,数据分析员,6,5,6,北京
世界华语影业,10.0,3-5年,本科,数据分析,6,8,12,北京
最右,30.0,3-5年,本科,数据分析师,3,20,40,北京
星美传媒集团,18.0,经验不限,大专,数据分析经理,1,12,24,北京
中软国际,15.5,3-5年,本科,数据分析师,2,13,18,北京
京东集团,20.0,1-3年,本科,风控数据分析师,3,15,25,北京
南京鼎智清,7.0,应届生,本科,数据分析师,1,6,8,北京
京东集团,25.0,5年以上,本科,数据分析师,3,20,30,北京
巴恩,45.0,3-5年,本科,数据分析负责人,1,30,60,北京
北京世纪汇杰,20.0,3-5年,本科,数据分析,5,15,25,北京
太极股份,20.0,3-5年,本科,数据分析师（qy-0629）1094,5,15,25,北京
京东集团,16.0,3-5年,本科,数据分析岗,1,12,20,北京
美团点评,27.5,3-5年,本科,高级数据分析师,3,20,35,北京
淡蓝网Blued,30.0,3-5年,本科,数据分析师,2,20,40,北京
普强信息,7.0,1年以内,本科,数据分析工程师,6,6,8,北京
滴滴,30.0,3-5年,本科,资深数据分析师,3,20,40,北京
韩美智恒,9.0,1-3年,本科,sfe 数据分析专员,3,8,10,北京
尚德机构,35.0,3-5年,本科,高级数据分析经理,3,25,45,北京
BOSS直聘,37.5,3-5年,本科,数据分析/挖掘工程师,3,25,50,北京
北京字节跳动,22.5,1-3年,本科,数据分析师（用研）,3,15,30,北京
完美世界,20.0,1-3年,本科,数据分析-游戏业务,2,15,25,北京
BOSS直聘,12.5,3-5年,本科,数据分析师,1,10,15,北京
轻松筹,21.5,3-5年,本科,数据分析师,6,15,28,北京
凡普金科,20.0,经验不限,本科,数据分析师-风控,4,15,25,北京
蛋壳公寓,27.5,5年以上,本科,高级数据分析师,5,20,35,北京
沃东天骏信息技术,30.0,经验不限,本科,数据分析师,5,20,40,北京
京东集团,22.5,5年以上,本科,数据分析师,1,15,30,北京
国富如荷,30.0,3-5年,本科,数据分析师,5,20,40,北京
睿帆知数科技有限公司,8.5,1-3年,大专,数据分析,3,8,9,北京
中建材信息,10.0,1-3年,本科,数据分析专员,5,8,12,北京
中视购物,9.0,1-3年,本科,数据分析,6,8,10,北京
京东数字科技,25.0,5年以上,本科,数据分析师,6,20,30,北京
